,bathrooms,bedrooms,interest_level,num_photos,num_features,num_description_words,created_month,created_day,neighbourhood,price
58290,1.0,0,high,3,15,130,5,23,Battery Park City,2330
58291,2.0,1,medium,4,4,26,5,5,Lincoln Square,2690
58293,1.0,2,medium,8,8,89,5,18,Midtown South,3500
58297,1.0,0,low,5,2,30,5,10,Turtle Bay,2200
58300,1.0,2,high,6,14,155,5,3,Murray Hill,3100
58302,1.0,2,medium,7,8,90,5,26,Roosevelt Island,2995
58303,1.0,1,low,7,8,127,5,12,Midtown South,4150
58304,1.0,1,low,0,8,1,5,19,Flatiron,5105
58307,1.0,2,low,3,10,96,5,24,Clinton,3400
58312,2.0,3,low,8,4,65,5,23,Yorkville,4900
58318,1.0,1,medium,10,3,20,5,14,Upper West Side,2590
58322,1.0,0,low,6,11,113,5,25,Flatiron,3995
58328,2.0,2,low,12,6,279,5,11,Battery Park City,7883
58329,1.0,1,low,6,5,34,5,20,Lenox Hill,3650
58331,1.0,1,medium,4,7,52,5,29,Lincoln Square,2700
58335,2.0,3,low,4,3,77,5,24,Gramercy,5500
58337,1.0,2,low,4,11,203,5,28,Financial District,2850
58339,1.0,3,medium,4,12,148,5,25,Gramercy,4400
58345,1.0,1,low,7,3,83,5,23,East Village,3495
58349,1.0,1,medium,7,12,192,5,25,Financial District,2875
58354,1.0,3,low,6,0,42,5,13,West Village,6150
58358,1.0,4,low,3,3,65,5,18,Upper West Side,5700
58370,1.0,2,low,5,11,246,5,12,Chelsea,4700
58374,1.0,0,high,4,2,71,5,2,Sutton Place,1550
58379,1.0,2,medium,8,13,125,5,26,Clinton,3300
58380,1.0,2,medium,10,5,97,5,26,Flatiron,3795
58384,1.0,1,low,6,9,189,5,14,Battery Park City,3800
58385,1.0,2,low,4,8,75,5,8,Tudor City,3200
58390,1.0,1,medium,3,6,117,5,2,Flatiron,3500
58400,1.0,1,medium,5,4,50,5,14,Noho,3950
58407,1.0,1,low,10,4,9,5,14,Flatiron,4405
58410,1.0,1,low,12,11,120,5,12,Midtown South,4500
58414,1.0,0,low,3,6,72,5,5,Lincoln Square,2295
58416,1.0,1,low,4,3,89,5,27,Little Italy,3495
58419,1.0,3,medium,4,9,129,5,9,Battery Park City,3900
58420,1.0,2,low,4,12,193,5,21,Tudor City,3300
58421,1.0,1,high,3,9,81,5,7,Midtown,2390
58423,1.0,0,low,8,6,53,5,21,Turtle Bay,2450
58424,1.0,2,low,6,4,75,5,11,Chelsea,4995
58426,1.0,1,low,4,11,151,5,28,Clinton,3150
58430,1.0,2,low,6,2,94,5,28,Lenox Hill,2700
58431,2.0,4,medium,4,6,122,5,14,Tudor City,5650
58433,1.0,2,medium,5,11,109,5,13,Clinton,3200
58438,2.0,4,medium,8,3,25,5,20,Hamilton Heights,4300
58442,1.0,0,low,4,5,125,5,24,Battery Park City,2500
58450,0.0,0,low,1,5,43,5,25,Yorkville,1825
58451,1.0,1,low,4,1,107,5,6,Soho,3800
58452,1.0,2,low,4,9,120,5,14,Gramercy,3600
58454,2.0,4,medium,6,4,144,5,21,Midtown South,6295
58455,1.0,1,low,3,2,132,5,25,Lincoln Square,2595
58457,1.0,1,low,6,0,34,5,11,Manhattan Valley,2100
58460,0.0,2,low,0,0,9,5,25,Morningside Heights,2850
58461,2.0,4,low,0,3,1,5,21,Upper East Side,5600
58464,1.0,1,low,4,4,106,5,4,Flatiron,3295
58466,1.0,2,low,6,5,64,5,12,Manhattan Valley,3950
58468,0.0,0,low,9,9,156,5,8,Financial District,3325
58470,2.0,2,low,0,7,1,5,24,Lenox Hill,8300
58474,1.0,3,low,7,10,193,5,27,East Harlem,2700
58475,1.0,1,low,3,2,32,5,26,Carnegie Hill,2250
58476,2.0,2,low,11,10,135,5,21,Midtown South,10000
58485,1.0,0,low,2,6,131,5,2,Central Harlem,1700
58486,1.0,1,low,5,9,124,5,25,Midtown,4000
58490,1.0,1,medium,7,4,100,5,18,Central Harlem,1850
58491,1.0,2,low,5,1,37,5,2,Morningside Heights,3200
58492,1.0,1,low,0,3,43,5,29,Carnegie Hill,2775
58495,1.0,1,low,1,5,18,5,5,Lincoln Square,5995
58498,1.5,3,low,5,1,46,5,17,Lenox Hill,3600
58499,1.0,1,low,6,8,113,5,22,Financial District,3745
58501,2.0,5,low,4,6,113,5,28,Flatiron,13000
58505,1.0,3,medium,5,8,146,5,14,Financial District,3200
58506,1.0,2,low,6,10,165,5,7,Financial District,3350
58507,1.0,1,low,4,4,40,5,17,Upper West Side,3650
58514,1.0,0,low,0,3,96,5,6,Upper West Side,2300
58515,1.0,1,medium,5,6,103,5,10,Tudor City,2500
58516,1.0,3,high,9,9,141,5,28,Midtown South,3600
58517,1.0,2,medium,4,8,52,5,30,Tudor City,3300
58518,1.0,0,low,0,2,1,5,19,Murray Hill,3295
58520,1.0,1,low,3,10,76,5,12,Lincoln Square,2300
58522,1.0,1,low,0,4,1,5,4,Washington Heights,2150
58525,1.0,2,medium,3,0,36,5,10,East Harlem,2000
58527,1.0,1,medium,7,8,18,5,13,Chelsea,3401
58531,1.0,1,low,7,3,57,5,12,West Village,4855
58532,2.0,3,low,9,10,130,5,25,Upper East Side,4750
58539,1.0,2,medium,5,3,126,5,7,Financial District,3163
58541,1.0,0,low,4,4,105,5,18,Lincoln Square,2295
58545,2.0,3,medium,4,14,150,5,7,Yorkville,4860
58547,2.0,2,low,7,13,80,5,17,Turtle Bay,4395
58548,2.0,2,low,32,2,9,5,4,Gramercy,5653
58549,1.0,0,medium,4,8,141,5,27,Tudor City,2300
58555,1.0,1,low,0,2,99,5,21,Clinton,2650
58557,1.0,1,medium,3,8,117,5,26,Clinton,2600
58558,1.0,1,low,6,0,20,5,7,Noho,2395
58559,1.0,1,high,4,4,130,5,27,Inwood,1455
58561,1.0,1,low,0,5,4,5,20,Clinton,2295
58564,1.0,2,low,5,5,77,5,24,Turtle Bay,3400
58569,1.0,0,low,2,5,51,5,17,Upper West Side,2525
58575,1.0,0,low,3,4,25,5,26,Yorkville,2095
58577,3.0,3,low,7,11,134,5,20,Civic Center,12325
58579,1.0,2,high,7,0,44,5,2,Turtle Bay,2395
58581,1.0,2,low,5,9,103,5,24,Financial District,3450
58588,1.0,2,low,4,2,67,5,15,Upper West Side,3370
58589,1.0,0,low,0,1,40,5,11,Lincoln Square,2275
58591,1.0,2,low,4,1,93,5,20,East Village,3500
58592,1.0,3,low,8,4,37,5,17,Sutton Place,4000
58594,1.0,1,medium,6,10,133,5,16,Financial District,3176
58603,1.0,2,low,4,4,126,5,15,Yorkville,3500
58609,2.0,3,low,8,5,15,5,17,Stuyvesant Town,6481
58610,1.0,3,high,6,5,141,5,13,Soho,3995
58611,1.0,3,high,7,4,54,5,22,Lincoln Square,2795
58614,1.0,1,low,4,6,87,5,5,West Village,5500
58615,1.0,0,low,7,4,66,5,12,Carnegie Hill,1900
58616,1.0,0,low,7,10,122,5,18,Murray Hill,2550
58618,1.0,0,low,3,5,63,5,11,Flatiron,2539
58622,1.0,2,low,6,9,148,5,5,Lenox Hill,4280
58623,1.0,2,low,7,7,71,5,5,Roosevelt Island,3500
58627,1.0,1,low,0,5,1,5,28,Murray Hill,4300
58633,1.0,2,low,10,4,160,5,18,Noho,4600
58635,1.0,1,low,1,0,21,5,22,Clinton,2225
58641,1.0,2,high,6,9,86,5,5,Lincoln Square,3000
58642,1.0,1,medium,4,4,226,5,17,Yorkville,2195
58643,1.0,0,low,5,8,239,5,9,Clinton,3245
58647,1.0,2,low,4,3,189,5,23,Lenox Hill,5500
58650,2.0,4,medium,5,5,110,5,6,Gramercy,6300
58653,1.0,2,low,5,5,160,5,6,Lincoln Square,2850
58660,2.0,2,low,18,3,9,5,24,Financial District,5125
58663,1.0,1,low,7,3,216,5,18,Midtown South,4334
58667,1.0,0,medium,8,12,170,5,23,Upper West Side,2300
58669,1.0,1,low,1,0,4,5,22,Murray Hill,2550
58671,1.0,1,low,0,1,1,5,12,Sutton Place,2150
58678,1.0,1,low,9,6,119,5,6,Lower East Side,3508
58679,1.0,1,low,6,3,35,5,26,Clinton,4990
58686,1.0,0,low,4,4,64,5,4,Yorkville,2100
58687,1.0,1,low,5,8,305,5,8,Yorkville,3195
58689,1.0,2,low,5,2,28,5,4,Yorkville,2825
58693,1.0,2,medium,5,4,121,5,25,Manhattan Valley,3600
58695,2.0,3,low,3,2,57,5,21,Manhattan Valley,4500
58698,1.0,0,low,4,13,33,5,6,Turtle Bay,2850
58701,2.0,3,low,5,14,109,5,7,Financial District,4595
58703,1.0,2,low,0,1,1,5,14,Manhattan Valley,2500
58707,1.0,2,low,5,3,54,5,17,Turtle Bay,3495
58708,1.0,0,low,0,4,36,5,14,Clinton,2250
58709,1.0,1,low,8,5,195,5,25,Lincoln Square,4050
58710,1.0,0,low,4,5,115,5,7,Midtown,2695
58715,1.0,1,medium,6,5,104,5,13,Yorkville,2550
58723,1.0,2,low,3,7,178,5,22,Hamilton Heights,2500
58725,1.0,2,low,8,0,25,5,12,Lenox Hill,2950
58727,1.0,0,low,6,6,40,5,6,Lincoln Square,2350
58731,1.0,1,low,7,6,46,5,21,West Village,5000
58732,1.0,1,low,8,4,154,5,19,West Village,3925
58734,2.0,5,low,4,5,47,5,24,Civic Center,11000
58736,1.0,1,high,8,2,71,5,16,Clinton,2300
58738,1.0,2,low,4,11,104,5,2,Clinton,3200
58741,1.0,0,medium,5,14,134,5,24,Clinton,2450
58742,1.0,2,medium,5,3,55,5,7,Hamilton Heights,1995
58747,1.0,1,low,9,4,50,5,21,Murray Hill,4100
58748,2.0,2,low,7,8,74,5,21,Murray Hill,4500
58750,1.0,1,low,0,4,9,5,27,Gramercy,4895
58753,2.0,3,low,6,4,89,5,26,Hamilton Heights,3995
58754,1.0,1,low,3,1,130,5,21,Sutton Place,2599
58758,1.0,1,medium,7,8,112,5,7,Lincoln Square,3692
58767,1.0,1,medium,4,4,168,5,23,West Village,3150
58770,2.0,3,medium,10,18,101,5,20,Clinton,5000
58775,2.0,3,low,4,0,29,5,11,Morningside Heights,4000
58780,1.0,1,low,4,6,87,5,18,Upper East Side,5950
58781,2.0,4,medium,6,7,94,5,19,East Village,5525
58784,1.0,1,low,7,4,58,5,15,Gramercy,3300
58785,1.0,2,low,4,3,54,5,5,Greenwich Village,4000
58789,1.0,1,low,9,9,199,5,15,Lincoln Square,3950
58790,2.0,3,low,8,5,161,5,24,Yorkville,4490
58791,1.0,1,low,9,11,119,5,22,Civic Center,4495
58795,1.0,0,low,5,0,25,5,4,Yorkville,1895
58796,1.0,1,low,7,16,144,5,9,Battery Park City,3895
58798,1.0,2,low,4,4,80,5,5,Gramercy,4200
58800,1.0,2,high,6,1,85,5,17,Noho,3200
58803,1.0,0,low,4,4,99,5,4,Lenox Hill,2195
58805,1.0,0,low,3,9,141,5,3,Clinton,2490
58809,1.0,0,low,4,3,53,5,21,Greenwich Village,2950
58810,2.0,4,medium,4,0,76,5,27,Manhattan Valley,4500
58811,1.0,1,low,18,0,38,5,25,Flatiron,3995
58816,1.0,0,low,0,3,1,5,24,Noho,2975
58819,1.0,2,low,5,0,35,5,2,Lenox Hill,2995
58821,1.0,2,medium,6,15,98,5,18,Washington Heights,1900
58823,1.0,1,high,7,5,168,5,4,Lenox Hill,2095
58827,1.0,2,medium,5,10,123,5,11,Washington Heights,2295
58828,1.0,1,low,4,4,66,5,12,Washington Heights,1850
58835,1.0,1,low,9,6,158,5,30,Midtown,5499
58840,1.0,0,low,5,5,86,5,2,Turtle Bay,2400
58842,1.0,2,high,6,5,99,5,27,Inwood,2050
58854,2.0,3,low,0,6,35,5,19,East Harlem,3695
58856,2.0,2,low,7,8,85,5,23,Noho,4695
58860,1.0,0,low,5,1,58,5,14,Gramercy,1900
58862,1.0,2,low,4,1,63,5,18,Lenox Hill,2850
58864,1.0,2,high,6,15,98,5,17,Hamilton Heights,1900
58866,1.0,0,low,2,2,50,5,5,Gramercy,2295
58867,1.0,1,low,4,10,83,5,13,Hamilton Heights,1950
58869,2.0,2,low,8,10,126,5,18,East Harlem,3495
58870,1.0,2,low,6,12,82,5,3,Clinton,3400
58874,1.0,2,low,3,3,42,5,6,Tudor City,3595
58876,1.0,3,medium,4,7,142,5,25,Carnegie Hill,3900
58882,3.0,4,low,5,8,100,5,3,Upper West Side,15000
58883,1.0,2,low,4,0,30,5,28,East Village,3250
58887,2.0,2,low,22,3,9,5,23,Stuyvesant Town,5281
58889,1.0,1,low,4,3,161,5,10,Lincoln Square,2695
58891,2.0,2,low,11,4,107,5,18,Morningside Heights,6795
58893,1.0,0,medium,7,17,157,5,30,Clinton,2895
58899,1.0,1,low,3,2,61,5,22,Yorkville,2275
58902,1.0,1,medium,7,14,99,5,5,Financial District,3295
58903,1.0,3,high,3,14,56,5,10,Civic Center,3795
58904,1.0,2,medium,5,7,103,5,18,Upper West Side,3200
58905,2.0,2,low,0,5,26,5,26,Upper West Side,6500
58913,1.5,2,low,5,11,152,5,20,Sutton Place,4529
58915,1.0,0,medium,4,0,22,5,26,Murray Hill,2300
58918,1.0,0,low,9,13,35,5,9,Financial District,2395
58919,2.0,3,low,4,7,101,5,16,Noho,6995
58927,2.0,3,low,8,5,102,5,18,Gramercy,5800
58931,1.0,2,high,5,1,58,5,6,West Village,3570
58932,1.0,2,medium,8,6,74,5,6,Turtle Bay,3400
58933,2.0,3,medium,6,6,57,5,15,Gramercy,4800
58935,1.0,3,low,3,3,26,5,21,Carnegie Hill,3725
58937,1.0,0,medium,4,3,58,5,28,Financial District,2165
58938,1.0,3,low,6,7,22,5,18,Washington Heights,2950
58943,1.0,1,low,0,3,2,5,4,Hamilton Heights,1800
58945,1.0,0,medium,4,4,81,5,20,Lenox Hill,2500
58947,0.0,0,low,0,0,9,5,18,Noho,1965
58948,1.0,0,low,12,5,186,5,30,Financial District,3227
58959,1.0,0,low,3,5,82,5,13,Gramercy,2650
58960,1.0,1,low,0,3,12,5,20,East Village,2275
58963,2.0,3,medium,12,3,104,5,30,East Village,6000
58966,1.0,2,medium,9,4,79,5,2,Chelsea,4600
58969,1.0,1,low,4,2,32,5,18,Little Italy,3250
58973,1.0,1,low,8,3,110,5,8,East Village,2800
58977,1.0,1,low,4,6,164,5,23,Central Harlem,1550
58980,1.0,3,low,0,1,1,5,10,Inwood,2275
58981,2.0,3,low,8,8,121,5,13,Yorkville,7500
58983,1.0,1,low,3,9,34,5,3,Chelsea,3750
58984,1.0,1,medium,8,3,80,5,24,Chelsea,2850
58986,1.0,3,low,8,5,15,5,27,Stuyvesant Town,5660
58990,1.0,2,low,8,7,117,5,18,Flatiron,4225
58994,1.0,1,low,4,1,59,5,25,Greenwich Village,2700
58996,1.0,2,medium,5,10,108,5,5,Yorkville,3498
59001,1.0,3,medium,5,4,116,5,6,Murray Hill,4995
59006,1.0,1,low,4,0,50,5,5,East Village,2895
59011,1.0,1,low,8,9,71,5,2,Hamilton Heights,1750
59012,1.0,0,medium,7,15,101,5,20,Clinton,2550
59013,1.0,0,low,3,5,73,5,2,Murray Hill,2775
59016,1.0,1,low,6,9,185,5,11,Midtown South,3500
59020,2.0,3,low,9,5,94,5,3,Financial District,8500
59022,2.0,1,low,7,7,110,5,5,Murray Hill,5350
59023,2.0,2,low,4,5,95,5,27,Lincoln Square,4095
59026,1.0,2,low,5,0,37,5,16,Stuyvesant Town,3600
59027,2.0,4,high,5,12,117,5,18,Financial District,4800
59033,1.0,2,medium,1,1,30,5,15,Carnegie Hill,2400
59034,1.0,3,medium,5,4,76,5,21,Noho,5400
59038,1.0,2,low,5,9,107,5,19,Yorkville,4025
59043,2.0,2,low,4,6,117,5,19,Carnegie Hill,5250
59044,1.0,2,low,0,14,143,5,11,Midtown,6295
59047,1.0,0,medium,6,5,53,5,5,Lincoln Square,2750
59048,1.0,2,medium,6,2,71,5,23,Turtle Bay,3300
59051,1.0,0,low,3,5,69,5,15,Murray Hill,2625
59053,2.0,2,low,5,6,49,5,20,Flatiron,5749
59060,1.0,0,low,4,3,45,5,3,Lincoln Square,2850
59062,1.0,2,high,4,6,81,5,12,Clinton,1937
59063,1.0,1,medium,7,6,32,5,5,Sutton Place,3000
59064,2.0,2,low,8,1,15,5,3,Stuyvesant Town,4947
59065,1.0,1,medium,4,2,38,5,6,Hamilton Heights,1650
59066,1.0,2,low,8,7,97,5,23,East Harlem,2250
59069,1.0,2,low,0,1,49,5,23,Carnegie Hill,2995
59070,1.0,1,low,7,9,117,5,18,Midtown South,4095
59073,1.0,0,low,8,6,45,5,21,Yorkville,1975
59085,2.0,2,low,10,11,116,5,8,Lincoln Square,6000
59088,1.0,1,low,7,3,119,5,15,Lincoln Square,3495
59090,1.0,0,low,8,11,81,5,19,Financial District,2825
59091,1.0,1,low,8,11,181,5,12,Lincoln Square,3300
59092,2.5,3,low,8,4,101,5,24,Upper East Side,9500
59094,1.0,0,medium,7,3,96,5,14,Lincoln Square,1800
59098,1.0,1,low,8,10,137,5,17,Financial District,3215
59100,1.0,3,low,6,9,57,5,12,Midtown,3800
59105,4.0,4,low,9,15,186,5,27,Upper East Side,25000
59108,1.0,1,medium,6,2,87,5,4,Noho,2595
59110,1.0,1,medium,6,3,116,5,21,Lincoln Square,3200
59114,2.0,4,high,13,11,149,5,7,East Village,4800
59115,1.0,1,low,3,14,86,5,5,Clinton,3790
59117,2.0,2,low,13,5,9,5,24,Soho,9950
59118,1.0,0,medium,4,5,71,5,6,Murray Hill,2350
59119,1.0,0,medium,5,5,83,5,11,Yorkville,2200
59122,1.0,1,low,0,2,9,5,14,Gramercy,2350
59128,1.0,0,low,4,4,96,5,26,Chelsea,2400
59129,1.0,1,high,3,3,4,5,6,Carnegie Hill,1700
59130,1.0,2,high,2,3,29,5,19,West Village,2975
59137,2.0,6,low,16,0,39,5,19,Manhattanville,6000
59138,2.0,3,low,6,8,115,5,14,Noho,6250
59139,1.0,1,low,6,7,163,5,9,Tudor City,3395
59144,1.0,1,low,0,11,1,5,28,Tribeca,4475
59149,1.0,1,medium,7,2,108,5,17,Manhattan Valley,2500
59154,1.0,0,low,3,1,109,5,21,Upper West Side,1795
59156,1.0,1,low,3,3,37,5,18,Carnegie Hill,2100
59159,1.0,2,medium,5,2,142,5,18,Little Italy,3650
59163,1.0,2,medium,5,5,49,5,20,Greenwich Village,3800
59167,1.0,2,low,8,4,131,5,3,Upper West Side,6000
59168,1.0,1,low,4,6,83,5,3,Lincoln Square,2395
59171,2.0,3,low,0,1,2,5,8,Murray Hill,5495
59174,1.0,0,medium,4,8,87,5,6,Lincoln Square,2500
59181,1.0,1,low,6,1,18,5,18,Stuyvesant Town,2450
59185,1.0,2,medium,7,7,75,5,6,Upper East Side,2800
59187,1.0,0,high,3,3,81,5,21,Lincoln Square,1565
59190,1.0,1,low,5,10,91,5,18,Flatiron,3995
59195,2.0,3,low,5,1,58,5,14,Manhattan Valley,5500
59198,1.0,3,low,2,3,15,5,9,Sutton Place,4300
59199,1.0,1,low,5,5,174,5,17,Upper West Side,2590
59201,2.0,2,low,8,11,156,5,27,Midtown South,7000
59202,1.0,2,medium,6,6,50,5,23,Roosevelt Island,3250
59203,4.0,4,low,11,6,347,5,12,Yorkville,12000
59204,2.0,3,low,6,8,115,5,4,Noho,6195
59207,1.0,0,high,3,3,84,5,20,Yorkville,1950
59208,1.0,1,low,0,7,1,5,27,Midtown South,4295
59210,1.0,3,low,3,4,121,5,18,Chelsea,5695
59211,1.0,1,low,4,10,94,5,24,Clinton,3795
59213,1.0,2,low,7,2,63,5,27,Stuyvesant Town,5193
59216,1.0,2,high,3,0,23,5,3,East Harlem,2000
59217,4.5,4,low,5,16,121,5,17,Upper East Side,14000
59220,1.0,0,low,5,2,50,5,13,Yorkville,1825
59221,1.0,0,medium,3,0,120,5,24,Murray Hill,2375
59222,1.0,1,low,8,6,102,5,8,Murray Hill,5050
59225,3.0,2,low,0,2,1,5,23,Upper East Side,18500
59226,1.0,0,low,3,5,71,5,25,Financial District,2500
59227,1.0,1,high,6,11,95,5,15,West Village,3150
59228,1.0,0,low,4,0,31,5,17,Yorkville,1750
59232,1.5,3,low,8,8,98,5,18,Tudor City,4650
59234,1.0,1,low,7,0,9,5,13,Washington Heights,1775
59241,2.0,4,low,7,13,105,5,20,Clinton,5770
59242,1.0,2,low,5,0,46,5,5,Lenox Hill,2750
59246,1.0,2,medium,8,12,60,5,13,Chelsea,3900
59251,1.0,0,low,0,2,1,5,19,Sutton Place,2700
59253,2.0,2,low,9,9,183,5,12,Lincoln Square,5695
59254,1.0,0,low,0,4,1,5,18,Chelsea,2475
59256,1.0,2,low,2,0,53,5,26,Gramercy,4200
59257,1.0,0,low,6,5,267,5,4,Financial District,3225
59259,1.0,1,low,1,3,58,5,15,Carnegie Hill,3243
59261,1.0,0,low,0,0,9,5,26,Chelsea,2675
59263,1.0,0,low,3,3,140,5,4,Noho,2650
59264,1.0,1,low,6,10,66,5,4,Carnegie Hill,3850
59265,1.0,2,low,5,4,57,5,12,Hamilton Heights,2200
59267,1.0,2,low,11,2,63,5,27,East Village,5194
59273,1.0,2,low,5,7,105,5,18,Murray Hill,3450
59278,1.0,0,medium,5,9,96,5,12,Central Harlem,1650
59281,2.5,3,low,8,5,129,5,10,Upper West Side,9750
59284,1.0,1,medium,5,0,34,5,11,Turtle Bay,2150
59287,4.0,4,low,1,4,154,5,5,Upper East Side,26500
59288,2.0,3,low,10,11,107,5,27,Yorkville,7200
59289,1.0,1,low,0,0,1,5,19,Lincoln Square,4200
59290,2.0,1,medium,7,2,77,5,24,Murray Hill,3465
59295,1.0,3,medium,6,3,57,5,2,Clinton,3800
59296,2.5,3,low,7,10,119,5,21,Upper West Side,8395
59297,1.0,0,low,11,4,240,5,21,Lincoln Square,2775
59303,2.5,2,low,13,1,144,5,29,Sutton Place,10350
59305,1.0,2,low,4,7,90,5,13,Financial District,3025
59308,1.0,0,medium,7,9,112,5,13,Upper West Side,2195
59309,1.0,1,low,6,5,146,5,13,Flatiron,3700
59312,1.0,0,medium,3,0,11,5,24,Yorkville,1685
59317,1.0,0,low,6,5,45,5,10,Gramercy,2350
59318,1.0,0,high,0,3,1,5,13,Washington Heights,1450
59321,2.0,2,low,7,6,86,5,21,Upper West Side,7000
59323,1.0,0,low,5,4,30,5,26,Midtown South,2350
59326,1.0,1,low,0,1,15,5,5,Turtle Bay,4000
59330,1.0,1,low,7,3,92,5,18,Manhattanville,1695
59331,1.0,2,low,6,12,132,5,18,Clinton,3438
59333,1.0,0,low,5,8,63,5,25,Noho,2600
59335,1.0,3,low,4,7,193,5,7,Battery Park City,3350
59336,1.0,2,low,5,10,98,5,6,Flatiron,4100
59340,1.0,1,low,15,0,43,5,14,Gramercy,3395
59343,1.0,0,low,37,3,84,5,24,Lincoln Square,3325
59348,1.0,2,high,5,7,39,5,5,Murray Hill,3500
59349,1.0,0,high,3,3,95,5,20,Yorkville,1685
59350,1.0,1,low,11,5,9,5,25,Upper West Side,4195
59353,1.0,1,medium,4,0,57,5,10,Lower East Side,2300
59355,1.0,2,low,4,8,145,5,24,Midtown South,3400
59359,1.0,1,medium,5,7,97,5,19,East Village,2750
59362,1.0,2,low,8,11,83,5,10,Financial District,5600
59364,1.0,2,medium,9,13,72,5,14,Tribeca,4250
59367,1.0,3,low,7,9,148,5,20,Hamilton Heights,2700
59369,1.0,2,medium,4,13,100,5,7,Midtown,3277
59376,1.0,1,medium,5,3,25,5,20,Carnegie Hill,1855
59379,2.0,3,high,13,11,38,5,11,Financial District,4450
59380,1.0,1,low,9,6,257,5,9,Lenox Hill,3400
59385,1.0,1,low,8,2,186,5,25,Upper West Side,3110
59390,1.0,3,low,7,7,81,5,13,Turtle Bay,3600
59403,1.0,2,medium,5,9,147,5,3,Murray Hill,3100
59405,1.0,1,low,5,9,89,5,18,Civic Center,3600
59412,1.0,1,medium,4,5,73,5,12,Midtown,3150
59418,1.0,1,low,7,1,158,5,13,West Village,3750
59421,1.0,1,low,5,10,72,5,24,Midtown South,3780
59422,1.0,0,low,4,2,52,5,24,Yorkville,1800
59425,1.0,1,low,4,3,66,5,14,Lincoln Square,2695
59427,1.0,2,high,5,4,134,5,17,Sutton Place,2700
59432,1.0,1,medium,4,5,89,5,28,Carnegie Hill,2100
59433,1.0,1,low,4,1,24,5,22,Lenox Hill,2350
59434,1.0,1,medium,2,5,112,5,24,East Village,2800
59436,2.0,2,medium,7,2,74,5,27,Upper West Side,4100
59440,2.0,3,low,8,0,118,5,4,Yorkville,5100
59442,2.0,2,medium,7,17,109,5,6,Lincoln Square,3872
59445,1.0,3,medium,11,10,46,5,13,East Village,4250
59446,1.0,2,medium,5,4,75,5,19,Gramercy,3095
59452,1.0,1,low,7,6,171,5,2,East Harlem,1650
59461,1.0,2,high,9,2,49,5,3,Chelsea,3450
59469,1.5,3,low,4,5,177,5,12,Murray Hill,4450
59470,1.0,0,low,4,3,81,5,12,West Village,3525
59472,1.0,2,medium,4,1,61,5,10,Little Italy,2700
59473,1.0,1,low,0,5,1,5,7,Stuyvesant Town,3524
59478,1.0,0,low,4,5,100,5,19,Lenox Hill,3125
59479,1.0,0,low,5,4,69,5,13,Chelsea,2450
59483,1.0,3,low,5,2,69,5,12,East Harlem,2475
59486,1.0,1,high,3,0,24,5,9,Greenwich Village,2150
59491,3.0,3,low,7,6,86,5,17,Upper West Side,7500
59498,2.0,2,low,9,3,74,5,10,Murray Hill,3300
59502,1.0,3,low,4,4,84,5,22,Murray Hill,5100
59503,2.0,2,low,10,14,121,5,25,Lincoln Square,7000
59504,3.0,3,low,8,3,86,5,23,Little Italy,5495
59505,1.0,0,medium,8,12,62,5,11,Financial District,2900
59514,1.0,3,medium,12,5,134,5,13,Tudor City,4595
59516,1.0,1,low,4,3,39,5,21,Greenwich Village,3500
59518,2.0,2,low,0,4,54,5,8,Murray Hill,5900
59523,1.0,3,low,0,2,95,5,5,Manhattanville,3150
59525,1.0,1,medium,5,9,89,5,24,Midtown South,2975
59529,1.0,2,medium,6,5,119,5,18,Murray Hill,3500
59530,1.0,2,low,4,8,85,5,15,Financial District,3850
59531,1.0,3,low,7,13,89,5,18,Clinton,4400
59537,1.0,1,low,1,2,35,5,24,East Village,2490
59548,2.0,3,low,8,9,297,5,21,Lincoln Square,5000
59553,2.0,3,low,7,5,64,5,19,Lenox Hill,4750
59555,2.0,1,low,5,8,240,5,17,West Village,5000
59556,1.0,1,low,3,1,52,5,25,Murray Hill,2250
59557,2.0,3,low,1,0,78,5,20,East Harlem,2650
59559,2.5,4,low,7,5,82,5,16,Tudor City,6850
59560,1.0,0,medium,5,9,64,5,11,Financial District,2450
59562,1.0,0,low,7,4,13,5,29,Lincoln Square,3000
59567,1.0,2,low,5,10,186,5,18,Lower East Side,3554
59568,2.0,2,low,5,8,111,5,9,Clinton,5400
59570,1.0,3,medium,7,7,63,5,5,Financial District,3925
59571,1.0,0,medium,4,4,72,5,14,Carnegie Hill,2000
59573,1.0,0,low,5,6,145,5,25,Murray Hill,2750
59574,1.0,0,low,4,9,64,5,18,Lincoln Square,2275
59578,1.0,1,low,3,2,133,5,7,Chelsea,3400
59584,1.0,2,low,5,10,137,5,5,Financial District,3400
59585,1.0,2,medium,6,7,117,5,6,Gramercy,3150
59586,1.0,2,low,0,3,42,5,26,West Village,4995
59587,1.0,1,low,9,9,111,5,26,Clinton,3775
59588,1.0,1,medium,4,6,185,5,24,Lenox Hill,2750
59591,1.0,1,medium,7,6,78,5,20,Lincoln Square,3750
59592,1.0,3,medium,0,4,93,5,3,Washington Heights,2800
59593,1.0,1,low,5,1,154,5,22,Carnegie Hill,2400
59595,1.0,1,low,6,5,46,5,20,Sutton Place,3000
59598,1.0,1,high,8,11,86,5,11,Battery Park City,3995
59604,2.0,4,high,13,12,157,5,30,East Village,4800
